child,parent
ICD10-CM:A37.81,INF003
ICD10-CM:A37.81,RSP002
ICD10-CM:A37.90,INF003
ICD10-CM:A37.91,RSP002
ICD10-CM:A37.91,INF003
ICD10-CM:A38.0,INF003
ICD10-CM:A38.0,EAR001
ICD10-CM:A38.1,CIR005
ICD10-CM:A38.1,INF003
ICD10-CM:A38.8,INF003
ICD10-CM:A38.9,INF003
ICD10-CM:A39.0,INF003
ICD10-CM:A39.0,NVS001
ICD10-CM:A39.1,END015
ICD10-CM:A39.1,INF003
ICD10-CM:A39.2,INF003
ICD10-CM:A39.2,INF002
ICD10-CM:A39.3,INF003
ICD10-CM:A39.3,INF002
ICD10-CM:A39.4,INF003
ICD10-CM:A39.4,INF002
ICD10-CM:A39.50,CIR005
ICD10-CM:A39.50,INF003
ICD10-CM:A39.51,INF003
ICD10-CM:A39.51,CIR004
ICD10-CM:A39.52,INF003
ICD10-CM:A39.52,CIR005
ICD10-CM:A39.53,INF003
ICD10-CM:A39.53,CIR006
ICD10-CM:A39.81,NVS002
ICD10-CM:A39.81,INF003
ICD10-CM:A39.82,EYE006
ICD10-CM:A39.82,INF003
ICD10-CM:A39.83,INF003
ICD10-CM:A39.83,MUS001
ICD10-CM:A39.84,INF003
ICD10-CM:A39.84,MUS008
ICD10-CM:A39.89,INF003
ICD10-CM:A39.9,INF003
ICD10-CM:A40.0,INF003
ICD10-CM:A40.0,INF002
ICD10-CM:A40.1,INF002
ICD10-CM:A40.1,INF003
ICD10-CM:A40.3,INF002
ICD10-CM:A40.3,INF003
ICD10-CM:A40.8,INF002
ICD10-CM:A40.8,INF003
ICD10-CM:A40.9,INF002
ICD10-CM:A40.9,INF003
ICD10-CM:A41.01,INF002
ICD10-CM:A41.01,INF003
ICD10-CM:A41.02,INF003
ICD10-CM:A41.02,INF002
ICD10-CM:A41.1,INF002
ICD10-CM:A41.1,INF003
ICD10-CM:A41.2,INF002
ICD10-CM:A41.2,INF003
ICD10-CM:A41.3,INF002
ICD10-CM:A41.3,INF003
ICD10-CM:A41.4,INF002
ICD10-CM:A41.4,INF003
ICD10-CM:A41.50,INF002
ICD10-CM:A41.50,INF003
ICD10-CM:A41.51,INF002
ICD10-CM:A41.51,INF003
ICD10-CM:A41.52,INF003
ICD10-CM:A41.52,INF002
ICD10-CM:A41.53,INF002
ICD10-CM:A41.53,INF003
ICD10-CM:A41.59,INF003
ICD10-CM:A41.59,INF002
ICD10-CM:A41.81,INF003
ICD10-CM:A41.81,INF002
ICD10-CM:A41.89,INF003
ICD10-CM:A41.89,INF002
ICD10-CM:A41.9,INF003
ICD10-CM:A41.9,INF002
ICD10-CM:A42.0,INF003
ICD10-CM:A42.1,INF003
ICD10-CM:A42.2,INF003
ICD10-CM:A42.7,INF002
ICD10-CM:A42.7,INF003
ICD10-CM:A42.81,INF003
ICD10-CM:A42.81,NVS001
ICD10-CM:A42.82,NVS002
ICD10-CM:A42.82,INF003
ICD10-CM:A42.89,INF003
ICD10-CM:A42.9,INF003
ICD10-CM:A43.0,RSP002
ICD10-CM:A43.0,INF003
ICD10-CM:A43.1,SKN001
ICD10-CM:A43.1,INF003
ICD10-CM:A43.8,INF003
ICD10-CM:A43.9,INF003
ICD10-CM:A44.0,INF003
ICD10-CM:A44.1,INF003
ICD10-CM:A44.8,INF003
ICD10-CM:A44.9,INF003
ICD10-CM:A46,INF003
ICD10-CM:A46,SKN001
ICD10-CM:A48.0,INF003
ICD10-CM:A48.1,INF003
ICD10-CM:A48.1,RSP002
ICD10-CM:A48.2,INF003
ICD10-CM:A48.3,INF003
ICD10-CM:A48.4,INF003
ICD10-CM:A48.51,PNL009
ICD10-CM:A48.51,INF005
ICD10-CM:A48.52,INF003
ICD10-CM:A48.8,INF003
ICD10-CM:A49.01,INF003
ICD10-CM:A49.02,INF003
ICD10-CM:A49.1,INF003
ICD10-CM:A49.2,INF003
ICD10-CM:A49.3,INF003
ICD10-CM:A49.8,INF003
ICD10-CM:A49.9,INF003
ICD10-CM:A50.01,EYE012
ICD10-CM:A50.01,INF010
ICD10-CM:A50.02,MUS028
ICD10-CM:A50.02,INF010
ICD10-CM:A50.03,RSP006
ICD10-CM:A50.03,INF010
ICD10-CM:A50.04,RSP002
ICD10-CM:A50.04,INF010
ICD10-CM:A50.05,INF010
ICD10-CM:A50.05,RSP007
ICD10-CM:A50.06,INF010
ICD10-CM:A50.07,INF010
ICD10-CM:A50.08,INF010
ICD10-CM:A50.09,INF010
ICD10-CM:A50.1,INF010
ICD10-CM:A50.2,INF010
ICD10-CM:A50.30,EYE012
ICD10-CM:A50.30,INF010
ICD10-CM:A50.31,INF010
ICD10-CM:A50.31,EYE001
ICD10-CM:A50.32,INF010
ICD10-CM:A50.32,EYE005
ICD10-CM:A50.39,INF010
ICD10-CM:A50.39,EYE012
ICD10-CM:A50.40,INF010
ICD10-CM:A50.41,NVS001
ICD10-CM:A50.41,INF010
ICD10-CM:A50.42,INF010
ICD10-CM:A50.42,NVS002
ICD10-CM:A50.43,NVS015
ICD10-CM:A50.43,INF010
ICD10-CM:A50.44,EYE006
ICD10-CM:A50.44,INF010
ICD10-CM:A50.45,INF010
ICD10-CM:A50.49,INF010
ICD10-CM:A50.51,INF010
ICD10-CM:A50.51,MUS028
ICD10-CM:A50.52,INF010
ICD10-CM:A50.53,INF010
ICD10-CM:A50.54,INF010
ICD10-CM:A50.55,MUS028
ICD10-CM:A50.55,INF010
ICD10-CM:A50.56,INF010
ICD10-CM:A50.56,MUS028
ICD10-CM:A50.57,INF010
ICD10-CM:A50.59,INF010
ICD10-CM:A50.6,INF010
ICD10-CM:A50.7,INF010
ICD10-CM:A50.9,INF010
ICD10-CM:A51.0,INF010
ICD10-CM:A51.1,DIG015
ICD10-CM:A51.1,INF010
ICD10-CM:A51.2,INF010
ICD10-CM:A51.31,INF010
ICD10-CM:A51.32,SKN007
ICD10-CM:A51.32,INF010
ICD10-CM:A51.39,SKN001
ICD10-CM:A51.39,INF010
ICD10-CM:A51.41,NVS001
ICD10-CM:A51.41,INF010
ICD10-CM:A51.42,INF010
ICD10-CM:A51.42,GEN018
ICD10-CM:A51.43,EYE012
ICD10-CM:A51.43,INF010
ICD10-CM:A51.44,INF010
ICD10-CM:A51.44,GEN001
ICD10-CM:A51.45,INF010
ICD10-CM:A51.45,INF007
ICD10-CM:A51.46,INF010
ICD10-CM:A51.46,MUS028
ICD10-CM:A51.49,INF010
ICD10-CM:A51.5,INF010
ICD10-CM:A51.9,INF010
ICD10-CM:A52.00,INF010
ICD10-CM:A52.00,CIR032
ICD10-CM:A52.01,CIR029
ICD10-CM:A52.01,INF010
ICD10-CM:A52.02,CIR032
ICD10-CM:A52.02,INF010
ICD10-CM:A52.03,INF010
ICD10-CM:A52.03,CIR004
ICD10-CM:A52.04,INF010
ICD10-CM:A52.04,CIR024
ICD10-CM:A52.05,INF010
ICD10-CM:A52.05,CIR024
ICD10-CM:A52.06,INF010
ICD10-CM:A52.06,CIR004
ICD10-CM:A52.09,INF010
ICD10-CM:A52.09,CIR032
ICD10-CM:A52.10,NVS003
ICD10-CM:A52.10,INF010
ICD10-CM:A52.11,INF010
ICD10-CM:A52.11,NVS003
ICD10-CM:A52.12,INF010
ICD10-CM:A52.12,NVS003
ICD10-CM:A52.13,INF010
ICD10-CM:A52.13,NVS001
ICD10-CM:A52.14,INF010
ICD10-CM:A52.14,NVS002
ICD10-CM:A52.15,INF010
ICD10-CM:A52.15,NVS015
ICD10-CM:A52.16,MUS028
ICD10-CM:A52.16,INF010
ICD10-CM:A52.17,INF010
ICD10-CM:A52.17,NVS003
ICD10-CM:A52.19,INF010
ICD10-CM:A52.19,NVS003
ICD10-CM:A52.2,INF010
ICD10-CM:A52.2,NVS003
ICD10-CM:A52.3,NVS003
ICD10-CM:A52.3,INF010
ICD10-CM:A52.71,INF010
ICD10-CM:A52.71,EYE012
ICD10-CM:A52.72,RSP002
ICD10-CM:A52.72,INF010
ICD10-CM:A52.73,INF010
ICD10-CM:A52.73,RSP006
ICD10-CM:A52.74,INF010
ICD10-CM:A52.74,DIG019
ICD10-CM:A52.75,INF010
ICD10-CM:A52.75,GEN004
ICD10-CM:A52.76,INF010
ICD10-CM:A52.77,MUS028
ICD10-CM:A52.77,INF010
ICD10-CM:A52.78,INF010
ICD10-CM:A52.79,INF010
ICD10-CM:A52.8,INF010
ICD10-CM:A52.9,INF010
ICD10-CM:A53.0,INF010
ICD10-CM:A53.9,INF010
ICD10-CM:A54.00,INF010
ICD10-CM:A54.01,GEN004
ICD10-CM:A54.01,INF010
ICD10-CM:A54.02,INF010
ICD10-CM:A54.02,GEN018
ICD10-CM:A54.03,GEN018
ICD10-CM:A54.03,INF010
ICD10-CM:A54.09,INF010
ICD10-CM:A54.1,INF010
ICD10-CM:A54.21,GEN006
ICD10-CM:A54.21,INF010
ICD10-CM:A54.22,GEN013
ICD10-CM:A54.22,INF010
ICD10-CM:A54.23,GEN013
ICD10-CM:A54.23,INF010
ICD10-CM:A54.24,GEN018
ICD10-CM:A54.24,INF010
ICD10-CM:A54.29,INF010
ICD10-CM:A54.30,INF010
ICD10-CM:A54.30,EYE012
ICD10-CM:A54.31,INF010
ICD10-CM:A54.31,EYE001
ICD10-CM:A54.32,INF010
ICD10-CM:A54.32,EYE012
ICD10-CM:A54.33,INF010
ICD10-CM:A54.33,EYE001
ICD10-CM:A54.39,INF010
ICD10-CM:A54.39,EYE012
ICD10-CM:A54.40,INF010
ICD10-CM:A54.41,MUS011
ICD10-CM:A54.41,INF010
ICD10-CM:A54.42,MUS001
ICD10-CM:A54.42,INF010
ICD10-CM:A54.43,MUS002
ICD10-CM:A54.43,INF010
ICD10-CM:A54.49,INF010
ICD10-CM:A54.5,RSP006
ICD10-CM:A54.5,INF010
ICD10-CM:A54.6,DIG015
ICD10-CM:A54.6,INF010
ICD10-CM:A54.81,NVS001
ICD10-CM:A54.81,INF010
ICD10-CM:A54.82,INF010
ICD10-CM:A54.82,NVS014
ICD10-CM:A54.83,CIR004
ICD10-CM:A54.83,INF010
ICD10-CM:A54.84,RSP002
ICD10-CM:A54.84,INF010
ICD10-CM:A54.85,INF010
ICD10-CM:A54.85,DIG016
ICD10-CM:A54.86,INF002
ICD10-CM:A54.86,INF010
ICD10-CM:A54.89,INF010
ICD10-CM:A54.9,INF010
ICD10-CM:A55,INF010
ICD10-CM:A56.00,INF010
ICD10-CM:A56.01,GEN004
ICD10-CM:A56.01,INF010
ICD10-CM:A56.02,GEN018
ICD10-CM:A56.02,INF010
ICD10-CM:A56.09,INF010
ICD10-CM:A56.11,GEN018
ICD10-CM:A56.11,INF010
ICD10-CM:A56.19,INF010
ICD10-CM:A56.2,INF010
ICD10-CM:A56.3,INF010
ICD10-CM:A56.3,DIG015
ICD10-CM:A56.4,RSP006
ICD10-CM:A56.4,INF010
ICD10-CM:A56.8,INF010
ICD10-CM:A57,INF010
ICD10-CM:A58,INF010
ICD10-CM:A59.00,INF009
ICD10-CM:A59.01,INF009
ICD10-CM:A59.01,GEN018
ICD10-CM:A59.02,INF009
ICD10-CM:A59.02,GEN013
ICD10-CM:A59.03,GEN004
ICD10-CM:A59.03,INF009
ICD10-CM:A59.09,INF009
ICD10-CM:A59.8,INF009
ICD10-CM:A59.9,INF009
ICD10-CM:A60.00,INF008
ICD10-CM:A60.00,GEN004
ICD10-CM:A60.01,INF008
ICD10-CM:A60.01,GEN013
ICD10-CM:A60.02,INF008
ICD10-CM:A60.02,GEN013
ICD10-CM:A60.03,INF008
ICD10-CM:A60.03,GEN018
ICD10-CM:A60.04,GEN018
ICD10-CM:A60.04,INF008
ICD10-CM:A60.09,INF008
ICD10-CM:A60.09,GEN004
ICD10-CM:A60.1,DIG015
ICD10-CM:A60.1,INF008
ICD10-CM:A60.9,INF008
ICD10-CM:A60.9,DIG015
ICD10-CM:A63.0,INF008
ICD10-CM:A63.0,DIG015
ICD10-CM:A63.8,INF010
ICD10-CM:A64,INF010
ICD10-CM:A65,INF009
ICD10-CM:A66.0,INF009
ICD10-CM:A66.1,INF009
ICD10-CM:A66.2,INF009
ICD10-CM:A66.3,INF009
ICD10-CM:A66.4,INF009
ICD10-CM:A66.5,INF009
ICD10-CM:A66.6,INF009
ICD10-CM:A66.7,INF009
ICD10-CM:A66.8,INF009
ICD10-CM:A66.9,INF009
ICD10-CM:A67.0,INF009
ICD10-CM:A67.1,INF009
ICD10-CM:A67.2,INF009
ICD10-CM:A67.3,INF009
ICD10-CM:A67.9,INF009
ICD10-CM:A68.0,INF009
ICD10-CM:A68.1,INF009
ICD10-CM:A68.9,INF009
ICD10-CM:A69.0,INF009
ICD10-CM:A69.0,DIG003
ICD10-CM:A69.1,INF009
ICD10-CM:A69.20,INF009
ICD10-CM:A69.21,NVS001
ICD10-CM:A69.21,INF009
ICD10-CM:A69.22,INF009
ICD10-CM:A69.23,MUS001
ICD10-CM:A69.23,INF009
ICD10-CM:A69.29,INF009
ICD10-CM:A69.8,INF009
ICD10-CM:A69.9,INF009
ICD10-CM:A70,INF003
ICD10-CM:A71.0,EYE012
ICD10-CM:A71.0,INF003
ICD10-CM:A71.1,EYE012
ICD10-CM:A71.1,INF003
ICD10-CM:A71.9,EYE012
ICD10-CM:A71.9,INF003
ICD10-CM:A74.0,INF003
ICD10-CM:A74.0,EYE001
ICD10-CM:A74.81,DIG016
ICD10-CM:A74.81,INF003
ICD10-CM:A74.89,INF003
ICD10-CM:A74.9,INF003
ICD10-CM:A75.0,INF009
ICD10-CM:A75.1,INF009
ICD10-CM:A75.2,INF009
ICD10-CM:A75.3,INF009
ICD10-CM:A75.9,INF009
ICD10-CM:A77.0,INF009
ICD10-CM:A77.1,INF009
ICD10-CM:A77.2,INF009
ICD10-CM:A77.3,INF009
ICD10-CM:A77.40,INF009
ICD10-CM:A77.41,INF009
ICD10-CM:A77.49,INF009
ICD10-CM:A77.8,INF009
ICD10-CM:A77.9,INF009
ICD10-CM:A78,INF003
ICD10-CM:A79.0,INF009
ICD10-CM:A79.1,INF009
ICD10-CM:A79.81,INF009
ICD10-CM:A79.89,INF009
ICD10-CM:A79.9,INF009
ICD10-CM:A80.0,INF008
ICD10-CM:A80.0,NVS003
ICD10-CM:A80.1,INF008
ICD10-CM:A80.1,NVS003
ICD10-CM:A80.2,NVS003
ICD10-CM:A80.2,INF008
ICD10-CM:A80.30,INF008
ICD10-CM:A80.30,NVS003
ICD10-CM:A80.39,INF008
ICD10-CM:A80.39,NVS003
ICD10-CM:A80.4,INF008
ICD10-CM:A80.4,NVS003
ICD10-CM:A80.9,INF008
ICD10-CM:A80.9,NVS003
ICD10-CM:A81.00,INF008
ICD10-CM:A81.00,NVS003
ICD10-CM:A81.01,INF008
ICD10-CM:A81.01,NVS003
ICD10-CM:A81.09,NVS003
ICD10-CM:A81.09,INF008
ICD10-CM:A81.1,NVS002
ICD10-CM:A81.1,INF008
ICD10-CM:A81.2,INF008
ICD10-CM:A81.2,NVS003
ICD10-CM:A81.81,NVS003
ICD10-CM:A81.81,INF008
ICD10-CM:A81.82,NVS003
ICD10-CM:A81.82,INF008
ICD10-CM:A81.83,INF008
ICD10-CM:A81.83,NVS003
ICD10-CM:A81.89,INF008
ICD10-CM:A81.89,NVS003
ICD10-CM:A81.9,INF008
ICD10-CM:A81.9,NVS003
ICD10-CM:A82.0,INF008
ICD10-CM:A82.0,NVS003
ICD10-CM:A82.1,INF008
ICD10-CM:A82.1,NVS003
ICD10-CM:A82.9,INF008
ICD10-CM:A82.9,NVS003
ICD10-CM:A83.0,NVS002
ICD10-CM:A83.0,INF008
ICD10-CM:A83.1,NVS002
ICD10-CM:A83.1,INF008
ICD10-CM:A83.2,INF008
ICD10-CM:A83.2,NVS002
ICD10-CM:A83.3,INF008
ICD10-CM:A83.3,NVS002
ICD10-CM:A83.4,NVS002
ICD10-CM:A83.4,INF008
ICD10-CM:A83.5,NVS002
ICD10-CM:A83.5,INF008
ICD10-CM:A83.6,INF008
ICD10-CM:A83.6,NVS002
ICD10-CM:A83.8,NVS002
ICD10-CM:A83.8,INF008
ICD10-CM:A83.9,INF008
ICD10-CM:A83.9,NVS002
ICD10-CM:A84.0,NVS002
ICD10-CM:A84.0,INF008
ICD10-CM:A84.1,INF008
ICD10-CM:A84.1,NVS002
ICD10-CM:A84.8,INF008
ICD10-CM:A84.8,NVS002
ICD10-CM:A84.9,INF008
ICD10-CM:A84.9,NVS002
ICD10-CM:A85.0,NVS002
ICD10-CM:A85.0,INF008
ICD10-CM:A85.1,INF008
ICD10-CM:A85.1,NVS002
ICD10-CM:A85.2,NVS002
ICD10-CM:A85.2,INF008
ICD10-CM:A85.8,NVS002
ICD10-CM:A85.8,INF008
ICD10-CM:A86,NVS002
ICD10-CM:A86,INF008
ICD10-CM:A87.0,NVS001
ICD10-CM:A87.0,INF008
ICD10-CM:A87.1,NVS001
ICD10-CM:A87.1,INF008
ICD10-CM:A87.2,NVS001
ICD10-CM:A87.2,INF008
ICD10-CM:A87.8,INF008
ICD10-CM:A87.8,NVS001
ICD10-CM:A87.9,NVS001
ICD10-CM:A87.9,INF008
ICD10-CM:A88.0,NVS003
ICD10-CM:A88.0,INF008
ICD10-CM:A88.1,NVS003
ICD10-CM:A88.1,INF008
ICD10-CM:A88.8,NVS003
ICD10-CM:A88.8,INF008
ICD10-CM:A89,NVS003
ICD10-CM:A89,INF008
ICD10-CM:A90,INF008
ICD10-CM:A91,INF008
ICD10-CM:A92.0,INF008
ICD10-CM:A92.1,INF008
ICD10-CM:A92.2,NVS002
ICD10-CM:A92.2,INF008
ICD10-CM:A92.30,INF008
ICD10-CM:A92.31,NVS002
ICD10-CM:A92.31,INF008
ICD10-CM:A92.32,INF008
ICD10-CM:A92.39,INF008
ICD10-CM:A92.4,INF008
ICD10-CM:A92.5,INF008
ICD10-CM:A92.8,INF008
ICD10-CM:A92.9,INF008
ICD10-CM:A93.0,INF008
ICD10-CM:A93.1,INF008
ICD10-CM:A93.2,INF008
ICD10-CM:A93.8,INF008
ICD10-CM:A94,INF008
ICD10-CM:A95.0,INF008
ICD10-CM:A95.1,INF008
ICD10-CM:A95.9,INF008
ICD10-CM:A96.0,INF008
ICD10-CM:A96.1,INF008
ICD10-CM:A96.2,INF008
ICD10-CM:A96.8,INF008
ICD10-CM:A96.9,INF008
ICD10-CM:A98.0,INF008
ICD10-CM:A98.1,INF008
ICD10-CM:A98.2,INF008
ICD10-CM:A98.3,INF008
ICD10-CM:A98.4,INF008
ICD10-CM:A98.5,INF008
ICD10-CM:A98.8,INF008
ICD10-CM:A99,INF008
ICD10-CM:B00.0,INF008
ICD10-CM:B00.0,SKN007
ICD10-CM:B00.1,INF008
ICD10-CM:B00.1,SKN007
ICD10-CM:B00.2,DIG003
ICD10-CM:B00.2,RSP006
ICD10-CM:B00.2,INF008
ICD10-CM:B00.3,NVS001
ICD10-CM:B00.3,INF008
ICD10-CM:B00.4,NVS002
ICD10-CM:B00.4,INF008
ICD10-CM:B00.50,INF008
ICD10-CM:B00.50,EYE012
ICD10-CM:B00.51,INF008
ICD10-CM:B00.51,EYE012
ICD10-CM:B00.52,INF008
ICD10-CM:B00.52,EYE001
ICD10-CM:B00.53,EYE001
ICD10-CM:B00.53,INF008
ICD10-CM:B00.59,EYE012
ICD10-CM:B00.59,INF008
ICD10-CM:B00.7,INF002
ICD10-CM:B00.7,INF008
ICD10-CM:B00.81,INF007
ICD10-CM:B00.81,INF008
ICD10-CM:B00.82,INF008
ICD10-CM:B00.89,INF008
ICD10-CM:B00.9,INF008
ICD10-CM:B01.0,INF008
ICD10-CM:B01.0,NVS001
ICD10-CM:B01.11,INF008
ICD10-CM:B01.11,NVS002
ICD10-CM:B01.12,INF008
ICD10-CM:B01.2,RSP002
ICD10-CM:B01.2,INF008
ICD10-CM:B01.81,EYE001
ICD10-CM:B01.81,INF008
ICD10-CM:B01.89,INF008
ICD10-CM:B01.9,INF008
ICD10-CM:B02.0,INF008
ICD10-CM:B02.0,NVS002
ICD10-CM:B02.1,NVS001
ICD10-CM:B02.1,INF008
ICD10-CM:B02.21,NVS017
ICD10-CM:B02.21,INF008
ICD10-CM:B02.22,INF008
ICD10-CM:B02.22,NVS017
ICD10-CM:B02.23,INF008
ICD10-CM:B02.23,NVS015
ICD10-CM:B02.24,INF008
ICD10-CM:B02.29,INF008
ICD10-CM:B02.30,EYE012
ICD10-CM:B02.30,INF008
ICD10-CM:B02.31,INF008
ICD10-CM:B02.31,EYE001
ICD10-CM:B02.32,INF008
ICD10-CM:B02.32,EYE012
ICD10-CM:B02.33,INF008
ICD10-CM:B02.33,EYE001
ICD10-CM:B02.34,INF008
ICD10-CM:B02.34,EYE001
ICD10-CM:B02.39,INF008
ICD10-CM:B02.39,EYE012
ICD10-CM:B02.7,INF008
ICD10-CM:B02.8,INF008
ICD10-CM:B02.9,INF008
ICD10-CM:B03,INF008
ICD10-CM:B04,INF008
ICD10-CM:B05.0,INF008
ICD10-CM:B05.0,NVS002
ICD10-CM:B05.1,NVS001
ICD10-CM:B05.1,INF008
ICD10-CM:B05.2,INF008
ICD10-CM:B05.2,RSP002
ICD10-CM:B05.3,EAR001
ICD10-CM:B05.3,INF008
ICD10-CM:B05.4,INF008
ICD10-CM:B05.81,INF008
ICD10-CM:B05.81,EYE001
ICD10-CM:B05.89,INF008
ICD10-CM:B05.9,INF008
ICD10-CM:B06.00,INF008
ICD10-CM:B06.01,NVS002
ICD10-CM:B06.01,INF008
ICD10-CM:B06.02,NVS001
ICD10-CM:B06.02,INF008
ICD10-CM:B06.09,INF008
ICD10-CM:B06.81,RSP002
ICD10-CM:B06.81,INF008
ICD10-CM:B06.82,INF008
ICD10-CM:B06.82,MUS001
ICD10-CM:B06.89,INF008
ICD10-CM:B06.9,INF008
ICD10-CM:B07.0,INF008
ICD10-CM:B07.8,INF008
ICD10-CM:B07.9,INF008
ICD10-CM:B08.010,INF008
ICD10-CM:B08.011,INF008
ICD10-CM:B08.02,INF008
ICD10-CM:B08.03,INF008
ICD10-CM:B08.04,INF008
ICD10-CM:B08.09,INF008
ICD10-CM:B08.1,INF008
ICD10-CM:B08.20,INF008
ICD10-CM:B08.21,INF008
ICD10-CM:B08.22,INF008
ICD10-CM:B08.3,INF008
ICD10-CM:B08.4,DIG003
ICD10-CM:B08.4,INF008
ICD10-CM:B08.5,INF008
ICD10-CM:B08.5,RSP006
ICD10-CM:B08.60,INF008
ICD10-CM:B08.61,DIG003
ICD10-CM:B08.61,INF008
ICD10-CM:B08.62,INF008
ICD10-CM:B08.69,INF008
ICD10-CM:B08.70,INF008
ICD10-CM:B08.71,INF008
ICD10-CM:B08.72,INF008
ICD10-CM:B08.79,INF008
ICD10-CM:B08.8,INF008
ICD10-CM:B09,INF008
ICD10-CM:B10.01,INF008
ICD10-CM:B10.01,NVS002
ICD10-CM:B10.09,INF008
ICD10-CM:B10.09,NVS002
ICD10-CM:B10.81,INF008
ICD10-CM:B10.82,INF008
ICD10-CM:B10.89,INF008
ICD10-CM:B15.0,INF007
ICD10-CM:B15.0,NVS013
ICD10-CM:B15.0,INF008
ICD10-CM:B15.9,INF007
ICD10-CM:B15.9,INF008
ICD10-CM:B16.0,NVS013
ICD10-CM:B16.0,INF008
ICD10-CM:B16.0,INF007
ICD10-CM:B16.1,INF008
ICD10-CM:B16.1,INF007
ICD10-CM:B16.2,INF008
ICD10-CM:B16.2,INF007
ICD10-CM:B16.2,NVS013
ICD10-CM:B16.9,INF008
ICD10-CM:B16.9,INF007
ICD10-CM:B17.0,INF007
ICD10-CM:B17.0,INF008
ICD10-CM:B17.10,INF007
ICD10-CM:B17.10,INF008
ICD10-CM:B17.11,INF008
ICD10-CM:B17.11,INF007
ICD10-CM:B17.11,NVS013
ICD10-CM:B17.2,INF007
ICD10-CM:B17.2,INF008
ICD10-CM:B17.8,INF008
ICD10-CM:B17.8,INF007
ICD10-CM:B17.9,INF007
ICD10-CM:B17.9,INF008
ICD10-CM:B18.0,INF007
ICD10-CM:B18.0,INF008
ICD10-CM:B18.1,INF007
ICD10-CM:B18.1,INF008
ICD10-CM:B18.2,INF007
ICD10-CM:B18.2,INF008
ICD10-CM:B18.8,INF007
ICD10-CM:B18.8,INF008
ICD10-CM:B18.9,INF008
ICD10-CM:B18.9,INF007
ICD10-CM:B19.0,INF007
ICD10-CM:B19.0,INF008
ICD10-CM:B19.0,NVS013
ICD10-CM:B19.10,INF007
ICD10-CM:B19.10,INF008
ICD10-CM:B19.11,NVS013
ICD10-CM:B19.11,INF007
ICD10-CM:B19.11,INF008
ICD10-CM:B19.20,INF007
ICD10-CM:B19.20,INF008
ICD10-CM:B19.21,INF007
ICD10-CM:B19.21,NVS013
ICD10-CM:B19.21,INF008
ICD10-CM:B19.9,INF008
ICD10-CM:B19.9,INF007
ICD10-CM:B20,INF006
ICD10-CM:B25.0,RSP002
ICD10-CM:B25.0,INF008
ICD10-CM:B25.1,INF007
ICD10-CM:B25.1,INF008
ICD10-CM:B25.2,INF008
ICD10-CM:B25.2,DIG020
ICD10-CM:B25.8,INF008
ICD10-CM:B25.9,INF008
ICD10-CM:B26.0,INF008
ICD10-CM:B26.0,GEN013
ICD10-CM:B26.1,NVS001
ICD10-CM:B26.1,INF008
ICD10-CM:B26.2,INF008
ICD10-CM:B26.2,NVS002
ICD10-CM:B26.3,DIG020
ICD10-CM:B26.3,INF008
ICD10-CM:B26.81,INF007
ICD10-CM:B26.81,INF008
ICD10-CM:B26.82,INF008
ICD10-CM:B26.82,CIR005
ICD10-CM:B26.83,INF008
ICD10-CM:B26.83,GEN001
ICD10-CM:B26.84,NVS015
ICD10-CM:B26.84,INF008
ICD10-CM:B26.85,MUS001
ICD10-CM:B26.85,INF008
ICD10-CM:B26.89,INF008
ICD10-CM:B26.9,INF008
ICD10-CM:B27.00,INF008
ICD10-CM:B27.01,NVS020
ICD10-CM:B27.01,NVS015
ICD10-CM:B27.01,INF008
ICD10-CM:B27.02,INF008
ICD10-CM:B27.02,NVS001
ICD10-CM:B27.09,INF008
ICD10-CM:B27.10,INF008
ICD10-CM:B27.11,INF008
ICD10-CM:B27.11,NVS020
ICD10-CM:B27.11,NVS015
ICD10-CM:B27.12,INF008
ICD10-CM:B27.12,NVS001
ICD10-CM:B27.19,INF008
ICD10-CM:B27.80,INF008
ICD10-CM:B27.81,INF008
ICD10-CM:B27.81,NVS020
ICD10-CM:B27.81,NVS015
ICD10-CM:B27.82,INF008
ICD10-CM:B27.82,NVS001
ICD10-CM:B27.89,INF008
ICD10-CM:B27.90,INF008
ICD10-CM:B27.91,INF008
ICD10-CM:B27.91,NVS020
ICD10-CM:B27.91,NVS015
ICD10-CM:B27.92,INF008
ICD10-CM:B27.92,NVS001
ICD10-CM:B27.99,INF008
ICD10-CM:B30.0,INF008
ICD10-CM:B30.0,EYE001
ICD10-CM:B30.1,INF008
ICD10-CM:B30.1,EYE001
ICD10-CM:B30.2,EYE001
ICD10-CM:B30.2,INF008
ICD10-CM:B30.3,INF008
ICD10-CM:B30.3,EYE001
ICD10-CM:B30.8,INF008
ICD10-CM:B30.8,EYE001
ICD10-CM:B30.9,EYE001
ICD10-CM:B30.9,INF008
ICD10-CM:B33.0,INF008
ICD10-CM:B33.1,INF008
ICD10-CM:B33.20,CIR005
ICD10-CM:B33.20,INF008
ICD10-CM:B33.21,CIR004
ICD10-CM:B33.21,INF008
ICD10-CM:B33.22,INF008
ICD10-CM:B33.22,CIR005
ICD10-CM:B33.23,INF008
ICD10-CM:B33.23,CIR006
ICD10-CM:B33.24,CIR005
ICD10-CM:B33.24,INF008
ICD10-CM:B33.3,INF008
ICD10-CM:B33.4,INF008
ICD10-CM:B33.8,INF008
ICD10-CM:B34.0,INF008
ICD10-CM:B34.1,INF008
